iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	target	finalRole	eventType
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117614233	true	true	false	false	hilu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117618313	false	false	true	false	popi	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117623477	false	false	false	false	momi	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117626044	false	false	false	false	goko	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117626433	true	true	false	false	hilu	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117628704	false	false	false	false	lime	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117629572	false	false	true	false	popi	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117631304	false	false	false	false	hulo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117633609	false	false	false	false	newe	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117634323	false	false	false	false	momi	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117635974	false	false	false	false	wugo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117637771	false	false	false	false	goko	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117640082	false	false	false	false	pala	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117640164	false	false	false	false	lime	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117642338	false	false	false	false	nuwa	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117646412	false	false	false	false	hulo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117647693	false	false	true	true	hele	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117648811	false	false	false	false	newe	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117649877	false	false	false	false	lemo	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117653854	true	false	false	false	kuku	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117653980	false	false	false	false	wugo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117657330	false	true	false	false	kagu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117657851	true	true	true	true	pala	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117660235	false	false	false	false	nuwa	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117661728	false	false	false	false	muho	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117663708	false	false	true	true	hele	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117666043	false	false	false	true	lupu	speaker	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117666468	false	false	false	false	lemo	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117670131	true	false	false	false	kuku	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117673332	false	true	false	false	kagu	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117676003	false	false	false	false	muho	listener	postTest_word
experiment2_pilot	3846-9607e49e-6792-4ba3-b0f5-b10b00094c57	1525117678499	false	false	false	true	lupu	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117666621	true	false	false	false	lome	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117668670	false	true	false	false	powi	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117673322	false	false	true	true	kigo	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117676638	false	false	true	false	moga	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117680830	true	false	false	false	lewe	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117683318	false	true	false	false	gele	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117686757	false	false	true	true	wana	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117689045	false	true	true	false	malu	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117692347	false	false	false	true	nuli	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117694620	true	false	false	false	hupa	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117696972	true	true	false	false	mepi	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117699162	true	false	false	false	kola	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117702885	false	false	true	false	gake	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117705006	false	false	true	true	goni	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117707011	false	true	false	false	lama	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117709113	true	false	false	false	halo	speaker	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117728906	false	false	false	false	lome	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117731475	false	false	false	false	powi	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117738467	false	false	false	false	kigo	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117740611	false	false	false	false	moga	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117744569	false	false	true	true	lewe	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117751210	true	true	false	false	gele	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117753562	false	false	false	false	wana	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117758659	true	false	false	false	malu	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117763612	false	false	true	true	nuli	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117767906	true	true	false	false	hupa	listener	postTest_word
